name,circle_code,circle_cut,day,sells_commision,sells_comic,sells_artbook,sells_photobook_general,sells_novel,sells_game,sells_music,sells_goods,sells_handmade_crafts,sells_magazine,sells_photobook_cosplay,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,marketplace_link,fandom,other_fandom,rating,sampleworks_images
Jual Poster Laffey,AB-45/AB-46,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/jual_poster_laffey.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://facebook.com/roriworks,https://instagram.com/roriworks.art,https://x.com/purorori,,,Azur Lane,"Hoyoverse (Genshin, Honkai), Yostar-verse (Arknights, Blue Archive), Nikke, Monogatari",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/a82b2138-976e-4527-85bb-24df3c9b3cf9/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/6bab3179-cc82-4e0b-8b47-9e491f4d6ffc/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/e0fe9839-09ff-44af-be6c-a8cc525280cb/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/9d6d4e50-f28f-46f8-9e5f-6d19cde88cfc/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/77c16451-9192-4c53-944f-7169080a298e/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/47377c9d-794f-4ce6-8ef2-51505ec09e7a/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/1c5a3afb-272c-47f4-9bbb-b4fdf23fe69e/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/63f97388-c243-412a-a1dc-a8259b74222c/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/2ae0382f-e928-4168-8400-59ab8428b38f/AB-45/AB-46.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6dc8bd6f-2a89-4bc8-8ba3-69c9da8f280b/2291f97a-8154-4fec-bf74-5edc335a81f3/AB-45/AB-46.jpg']"
OVERFLOWW,AB-47/AB-48,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/overfloww.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/_bawww/,https://twitter.com/ThisIsBaww,https://twitter.com/MineRose_id,,Streamer Vtuber,-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9668f3f4-870e-46fb-a54b-349ced123c19/024d13e3-c85e-44b8-ab14-4558ab323377/AB-47/AB-48.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9668f3f4-870e-46fb-a54b-349ced123c19/2dfc575f-8c92-4db5-a4d0-430d5c6f3ce9/AB-47/AB-48.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9668f3f4-870e-46fb-a54b-349ced123c19/d02468cb-e534-4fbc-8f5a-4e25a396d5a5/AB-47/AB-48.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/9668f3f4-870e-46fb-a54b-349ced123c19/a55f3e47-e2bc-4c55-b68b-b434fe320fbe/AB-47/AB-48.jpeg']"
Shadowverse Indonesia x Budak Cygames,AB-49/AB-50,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/shadowverse.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,https://www.facebook.com/shadowverse.id,https://www.instagram.com/shadowverse_indonesia/,https://twitter.com/shadowverse_id,https://discord.gg/xM4Nn8M,,Cygames,"Cygames, Uma Musume, Granblue Fantasy, Shadowverse, Idolmaster Cinderella Girls, Princess Connect, Zombieland Saga",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/be2c5529-97f1-48f1-9e7a-4aa0c5adfadd/AB-49/AB-50.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/f12eeaad-1131-4f72-b516-03f6695eb0be/AB-49/AB-50.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/265e3a0f-a43a-4e58-bd96-dd527fd97c62/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/330c7029-95fb-4b27-8e51-8f285b1f4f59/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/91ca983a-c338-4956-860d-cd248159be5b/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/634892e3-0d76-4ad2-8b07-eb0693ab82d1/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/011817c5-a4dc-4905-b189-5d78228118e3/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/c5253b42-4a11-4594-a9d9-558cf8608aaa/AB-49/AB-50.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/04bf718a-5944-4a42-9b27-c8c021410fdc/AB-49/AB-50.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f8b44c65-58ed-4084-bf47-522f576b5f14/d6b861e3-55d2-4b33-9818-d2fb4f5407f4/AB-49/AB-50.png']"
AlterSynth,AB-51,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/altersynth.jpg,Both Days,False,True,False,False,False,False,True,True,False,False,False,https://www.facebook.com/altersynth,,https://twitter.com/Alter_Synth,,,Touhou Project,-,GA,
NANMIN-FESTIVAL,AB-52,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nanmin_festival.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/dalegamadi/,https://twitter.com/gibuchoko,,,Touhou,Re:Zero,GA,
Denonbu Indonesia,AC-01,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/denonbu.jpg,Both Days,False,False,False,False,False,False,True,True,False,False,False,https://www.facebook.com/Denonbu.Indonesia,https://www.instagram.com/stacknation.id/,https://twitter.com/stacknation_id,,,Denonbu,-,GA,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/268fb73f-65a4-4d32-b907-1265db2c8961/5334c207-9651-4145-beca-d7f6e99d9447/AC-01.png']
FPSMOE,AC-02,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/fpsmoe.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,,https://www.instagram.com/fpsmoe,https://twitter.com/fpsmoe,,,Blue Archive,Hololive,PG,
Xeph's Artworks,AC-03,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/xeph's_artwork.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/XephArt,https://www.instagram.com/xephartworks/,https://twitter.com/Xeph_Artworks,,,Blue Archive,Hoyoverse,PG,
Korigengi,AC-04/AC-05,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/korigengi.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/korigengi,https://www.instagram.com/korigengi/,https://twitter.com/korigenginet,,,Blue Archives,"arknights, reverse 1999, genshin impact, honkai star rail, hololive",PG,
Bapack-Bapack Jualan Deskmat,AC-06,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/bapack_bapack.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/nowaruart,https://twitter.com/NowaruArt,,,Hololive,"Sousou no Frieren, Original Works",GA,
Cheebs Production,AC-07,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/cheebs_production.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/vrn0099/,https://twitter.com/Varna00,,,Hololive,-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/be7c4d10-6ac9-432d-a7b7-7c1423e712a8/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/a8ea7a7c-2871-479a-8ae8-411e9fdbe32a/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/4c4355d7-13a0-4b42-bdea-3d4893e54117/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/29744159-6c3e-4f2c-b4b7-fffcd9a88d36/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/cd6fd24c-5d87-4f25-a857-e36d9829f6fb/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/3e332ebd-e248-4ed8-9adb-a512209eaa9f/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/886db4b7-a63c-4c76-a6d2-594c55b3be9d/AC-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c813ab91-3f71-4b61-a830-9e05e9f763ca/3e72bf34-3635-44f6-b6e5-3c9bf49b7668/AC-07.jpg']"
Currynoodle Art,AC-08,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/currynoodle.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/CurrynoodleArt/,https://www.instagram.com/currynoodleart/,https://twitter.com/YeoYeeHeng,,,Hololive,Digimon and Honkai Star Rail,GA,
EWA (Exploiting Weeb Artists),AC-09,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ewa.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,,,,Hololive,Hoyoverse,PG,
MEGANECO Studio,AC-10,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/meganeco.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/meganeco39,https://www.instagram.com/meganeco_/,https://twitter.com/Bikuga39,,,Hololive,"Hololivve ID, Hololive EN, Hololive JP, New Jeans",GA,
Nisemori,AC-11,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nisemori.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/Nisemori,https://www.instagram.com/nisemori_04/,https://twitter.com/nisemori_04,,,Hololive,-,GA,
XiaoKen x Kai Observatory,AC-12/AC-13,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/xiaoken.jpg,Both Days,False,True,True,False,False,False,False,True,False,False,False,https://www.facebook.com/XiaoKenShop,https://www.instagram.com/xiaokenshop/,https://twitter.com/XiaoKen21,,,Hololive,-,PG,
MINASTELLE,AC-14,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/minastelle.jpg,Both Days,True,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/mitsumi_aoii?igsh=dHFtOXl1dmd6amZy,,minamikurii.carrd.co,,Honkai Star rail,"Obey me,Honkai Star rail,Genshin Impact,Your turn to die,Precure",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/80c8e720-4904-415f-842d-d29a181b3c69/AC-14.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/49732f94-0b53-47e2-8b29-3fab94a74807/AC-14.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/acb4fd53-c0bc-4806-98ca-0cd18e647cbb/AC-14.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/bad661d9-ef47-4ab6-92d9-91d3519a2949/AC-14.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/9e5855f0-36a3-4971-abe5-c758119a8817/AC-14.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c6f57fcf-7f49-43ac-b517-6454990ace82/3ebea7d4-0c37-4de0-9c7b-c757278ef9af/AC-14.png']"
Paper Lantern,AC-15,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/paper_lantern.jpg,Both Days,False,False,False,False,True,False,False,True,True,False,False,,https://instagram.com/shiromochito,https://x.com/shiromochito,corealla.com,,Honkai Star Rail,"Honkai Star Rail, Genshin Impact, dll",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/a9fa35c5-0440-418f-8422-d6c97a543ddb/AC-15.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/bf53fd59-8c03-4103-883e-d4c9b19ea730/AC-15.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/e1b7d709-3cb2-40b7-b248-f156dd0b3961/AC-15.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/fa4932bd-4ec3-4a27-a4ef-f1adcbf6a918/AC-15.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/38c6322d-bc4e-4350-aed5-70b8c3e4707d/AC-15.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/84411f39-8bb5-4a03-aa09-702311d00179/AC-15.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/cd05e3ca-c368-489f-b41c-38031592bbfc/AC-15.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/32b0c00a-92ed-4fe3-a188-07c086b076b3/AC-15.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/72b7565d-ac6e-4cc5-89f1-77259c48a7f3/AC-15.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0f4cd781-b83d-4169-9c4b-10760c98b58a/70cfb0d8-2a62-424d-b896-9477db45aa08/AC-15.png']"
SALLTHINGS,AC-16,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sallthings.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://Instagram.com/sallthings,,,,Honkai Star Rail,"Genshin Impact, Mashle",PG,
Shattā Kuriku,AC-17,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/shatta_click.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/ShattaKuriku,,,,,Honkai Star Rail,"V-Tuber, Blue Archive, Pokemon, Tears of Themis",GA,
Erudesu,AC-18/AC-19,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/erudesu.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/erudesu.neetwork,https://www.instagram.com/erudesu_neet,https://twitter.com/erudesu_neet,https://www.instagram.com/enyvin.co,,Hololive,"Honkai Star Rail, Oshi no Ko",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/3656647c-b0bc-4a95-a1ba-6289a7026ab5/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/7992e565-2979-4f10-8b4a-4816a984c6b2/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/17decfb5-4670-43b8-a411-8026d7e62878/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/bcfaba9d-139a-4192-88a3-c1b52bb92a20/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/c4cec17a-e062-4b3e-b8d5-090f70aa424e/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/757bb1ba-680a-403e-8200-869b5709c9ce/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/14aa011d-8721-4aa1-b5a8-c056a0715509/AC-18/AC-19.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/1aeed5bb-634d-4885-b6c5-f7dbf7e3fa9c/7b310bcf-568e-420b-bcc5-2b2d887bb09e/AC-18/AC-19.jpg']"
WaMerCo,AC-20,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/wamerco.jpg,Both Days,False,True,True,False,False,True,False,True,False,False,False,-,https://www.instagram.com/kanslaaaa/,https://twitter.com/Kanslaaaa,,,Blue Archive,"Umamusume, Dungeon meshi, Umamusume, Proseka, Valorant",GA,
Kantor Pengacara Lismanida Suhirman,AC-21,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/circle_cut_blank.jpg,Both Days,True,False,False,False,False,False,False,False,False,False,False,https://web.facebook.com/namine.sae.1/,https://www.instagram.com/namine_sae/,https://twitter.com/naminesae,,,virtual youtuber,-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/fdcab123-79a5-4698-bd4a-285728742fcb/27668d94-4216-454d-9f02-f621921b23ea/AC-21.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/fdcab123-79a5-4698-bd4a-285728742fcb/59f5b0dc-e956-4eb1-807d-87ad82d3c6d0/AC-21.png']"
At3lier+,AC-22,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/at3lier.jpg,Both Days,True,True,False,False,False,False,False,True,True,False,False,-,-,https://twitter.com/catseta,,,Vtuber,"Catherine Seta, Aria Mochizuki, Otenjou Vanya, Honkai Star Rail, Genshin Impact, Arknights, Haikyuu",PG,
LaPalace,AC-23,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/lapalace.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/lavatialaflarld/,https://twitter.com/LavatiaLaflarld,,,VTuber,Indie VTuber,GA,
Liliana Aster x Lory Nytica,AC-24,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/liliana_aster.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/lilianaaster,https://twitter.com/LoryNytica,,,Vtuber,-,GA,
ShinukaID,AC-25,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/shinuka.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,,,https://twitter.com/ShinukaID,,,Vtuber,Vtuber Indonesia,GA,
Virtual Players,AC-26,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/virtual_players.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/vipvirtualplayers,https://twitter.com/VIPVTUBERS,https://www.youtube.com/@vipvirtualplayers,,Vtuber,-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/cecc7263-0230-4c2d-8f2e-7fa3184663ec/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/8683bb65-4491-4e58-a4a9-b87fc6e5305a/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/ae32bb84-db8a-418e-9024-1386989f59a7/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/3918b1fe-6297-48f4-8630-186124a4a72f/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/551afefc-3d49-411c-997f-5adb6014faf5/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/410a2c8a-7b43-4256-8865-6cc49db0ad9d/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/67c3222c-49fd-46b8-8e5b-bfe9303937a0/AC-26.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/755d37a4-f0df-464a-bd89-d103ccbd5bd6/f150c016-dc53-480d-a671-6116b93fa6d6/AC-26.png']"
